ID,Name,Parent ID,Level,Description,Tags,Last Updated,Top URLs
1.1.1.6.5,Rising Complexity of the Grid & Renewables,1.1.1.6,5,,,2025-04-17,https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization; https://www.climatedrift.com/p/microgrids-101; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c
1.1.1.6.6,Virtual Power Plants & Distributed Energy Resource (DER),1.1.1.6,5,,,2025-04-17,https://www.climatedrift.com/p/blueprint-for-steering-distributed; https://www.climatedrift.com/p/microsofts-10-billion-power-bill; https://www.climatedrift.com/p/a-roadmap-for-sustainability-in-ai
1.1.1.6.7,Auto feeder switches,1.1.1.6,5,,,2025-04-17,https://www.climatedrift.com/p/50-predictions-for-2025-part-3-the; https://www.climatedrift.com/p/refurbishment-and-ikea; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.1.6.8,Phasor measurement unit (PMUs),1.1.1.6,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-circular-principles-be-applied; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable; https://www.climatedrift.com/p/can-the-rise-of-economic-nationalism
1.1.1.6.9,Maintenance,1.1.1.6,5,,,2025-04-17,https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/redefining-consumption-part-3; https://www.climatedrift.com/p/redefining-consumption-part-2
1.1.1.6.9.1,Fault and outage detection,1.1.1.6.9,6,,,2025-04-17,https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization; https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/a-look-at-building-companies
1.1.1.6.9.2,Technical services,1.1.1.6.9,6,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/redefining-consumption-part-1; https://www.climatedrift.com/p/strategic-risks
1.1.1.6.10,Software,1.1.1.6,5,,,2025-04-17,https://www.climatedrift.com/p/the-overview-of-climate-solutions-6ba; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c; https://www.climatedrift.com/p/how-has-the-climate-tech-capital
1.1.1.6.10.1,Workforce Management,1.1.1.6.10,6,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/how-green-is-the-beauty-industry
1.1.1.6.10.2,Asset Management,1.1.1.6.10,6,,,2025-04-17,https://www.climatedrift.com/p/why-lenders-arent-looking-at-your; https://www.climatedrift.com/p/the-space-laser-dilemma-asset-based; https://www.climatedrift.com/p/closing-the-loop
1.1.1.6.10.3,Analytics,1.1.1.6.10,6,,,2025-04-17,https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/a-look-at-industry
1.1.1.6.10.4,Cybersecurity,1.1.1.6.10,6,,,2025-04-17,https://www.climatedrift.com/p/navigating-a-transformation
1.1.1.7,Batteries,1.1.1,4,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.1.7.1,Manufacturing,1.1.1.7,5,,,2025-04-17,https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/how-green-is-the-beauty-industry
1.1.1.7.1.1,Supply Chain,1.1.1.7.1,6,,,2025-04-17,https://www.climatedrift.com/p/packaging-an-opportunity-not-to-be; https://www.climatedrift.com/p/can-the-rise-of-economic-nationalism; https://www.climatedrift.com/p/a-look-at-the-circular-economy
1.1.1.7.1.2,Gigafactories,1.1.1.7.1,6,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-e62
1.1.1.7.2,Portable Use,1.1.1.7,5,,,2025-04-17,https://www.climatedrift.com/p/friday-five-2-5-climate-wins-this; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.1.7.3,Industrial Use,1.1.1.7,5,,,2025-04-17,https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa; https://www.climatedrift.com/p/can-the-rise-of-economic-nationalism
1.1.2,Protect Nature,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable; https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-cdc
1.1.2.1,Goals,1.1.2,4,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate; https://www.climatedrift.com/p/how-to-build-regenerative-go-to-market
1.1.2.1.1,30 by 30,1.1.2.1,5,,,2025-04-17,
1.1.2.1.2,50 by 50,1.1.2.1,5,,,2025-04-17,
1.1.2.2,Nature Zones,1.1.2,4,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable; https://www.climatedrift.com/p/new-material-matters; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-cdc
1.1.2.2.1,Forests,1.1.2.2,5,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f; https://www.climatedrift.com/p/why-carbon-engineerings-1-billion; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable
1.1.2.2.2,Oceans,1.1.2.2,5,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/climate-hype-curve-transportation
1.1.2.2.3,Lands,1.1.2.2,5,,,2025-04-17,https://www.climatedrift.com/p/i-want-you-for-the-american-climate; https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/key-takeaways-from-ieas-new-net-zero-406
1.1.2.3,Offsets,1.1.2,4,,,2025-04-17,https://www.climatedrift.com/p/carbon-offset-explained-part-2; https://www.climatedrift.com/p/carbon-offsets-explained-part-1; https://www.climatedrift.com/p/carbon-offsets-explained-part-3
1.1.3,Transportation,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.3.1,2 Wheelers & Micro Mobility,1.1.3,4,,,2025-04-17,https://www.climatedrift.com/p/the-guide-to-advanced-air-mobility; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/charging-ahead
1.1.3.1.1,eScooters,1.1.3.1,5,,,2025-04-17,
1.1.3.1.2,eBikes,1.1.3.1,5,,,2025-04-17,
1.1.3.1.3,eCargo Bikes,1.1.3.1,5,,,2025-04-17,https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/redefining-consumption-part-3; https://www.climatedrift.com/p/climate-drift-30-one-year-in
1.1.3.2,3 Wheelers,1.1.3,4,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/50-predictions-for-2025-part-2-sector
1.1.3.3,Cars,1.1.3,4,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev; https://www.climatedrift.com/p/how-to-build-regenerative-go-to-market
1.1.3.3.1,EVs,1.1.3.3,5,,,2025-04-17,https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev; https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/are-there-sustainable-alternatives
1.1.3.3.1.1,Production,1.1.3.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/are-there-sustainable-alternatives; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.3.3.1.2,Charging,1.1.3.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/charging-ahead
1.1.3.3.1.2.1,Public Charging Network,1.1.3.3.1.2,7,,,2025-04-17,https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/why-lenders-arent-looking-at-your
1.1.3.3.1.2.2,Home charging,1.1.3.3.1.2,7,,,2025-04-17,https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.3.3.1.3,Autonomy,1.1.3.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/the-companies-of-residential-solar-6a0
1.1.3.3.1.4,Battery Improvements,1.1.3.3.1,6,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/the-battery-energy-storage-system
1.1.3.3.2,Hydrogen,1.1.3.3,5,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.3.3.3,Natural Gas,1.1.3.3,5,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/microgrids-101; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-cdc
1.1.3.4,Fleet electrification,1.1.3,4,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/charging-ahead
1.1.3.4.1,Fleet electrification-as-a-service,1.1.3.4,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf
1.1.3.4.2,Charging for corporate fleets,1.1.3.4,5,,,2025-04-17,https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/charging-ahead
1.1.3.4.3,Driver-focused services,1.1.3.4,5,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/redefining-consumption-part-1; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7
1.1.3.4.4,Logistics & optimisation,1.1.3.4,5,,,2025-04-17,https://www.climatedrift.com/p/using-ai-to-tackle-plastic-waste-515; https://www.climatedrift.com/p/navigating-a-transformation; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.3.4.5,Fleet management & telematics,1.1.3.4,5,,,2025-04-17,https://www.climatedrift.com/p/closing-the-loop; https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.3.4.6,Last-mile delivery electrification,1.1.3.4,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.3.4.7,Mobility-as-a-service for corporates,1.1.3.4,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-transportation-companies; https://www.climatedrift.com/p/how-to-build-regenerative-go-to-market
1.1.3.5,Buses,1.1.3,4,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.3.5.1,Electric Buses,1.1.3.5,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.3.5.1.1,Production,1.1.3.5.1,6,,,2025-04-17,https://www.climatedrift.com/p/are-there-sustainable-alternatives; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.3.5.1.2,Charging,1.1.3.5.1,6,,,2025-04-17,https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/charging-ahead
1.1.3.5.1.3,Autonomy,1.1.3.5.1,6,,,2025-04-17,https://www.climatedrift.com/p/the-companies-of-residential-solar-6a0
1.1.3.5.1.4,Battery Improvements,1.1.3.5.1,6,,,2025-04-17,https://www.climatedrift.com/p/powering-the-future; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/the-battery-energy-storage-system
1.1.3.5.1.5,Electrify school buses,1.1.3.5.1,6,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.3.5.2,Hydrogen,1.1.3.5,5,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.3.5.3,Natural Gas,1.1.3.5,5,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/microgrids-101; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-cdc
1.1.3.6,Trucks,1.1.3,4,,,2025-04-17,https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/climate-hype-curve-transportation
1.1.3.6.1,Electric Trucks,1.1.3.6,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.3.6.1.1,Delivery Trucks,1.1.3.6.1,6,,,2025-04-17,https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food
1.1.3.6.1.1.1,Light & Medium,1.1.3.6.1.1,7,,,2025-04-17,https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth; https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.3.6.1.1.2,Heavy,1.1.3.6.1.1,7,,,2025-04-17,https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.3.6.1.2,eRV,1.1.3.6.1,6,,,2025-04-17,
1.1.3.6.2,Hydrogen Trucks,1.1.3.6,5,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.3.6.3,Hybrid Trucks,1.1.3.6,5,,,2025-04-17,https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf
1.1.3.6.4,Carbon Capture,1.1.3.6,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.3.6.5,Power train & Drive train retrofit,1.1.3.6,5,,,2025-04-17,https://www.climatedrift.com/p/microsofts-10-billion-power-bill; https://www.climatedrift.com/p/microgrids-101; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization
1.1.3.6.5.1,Electric,1.1.3.6.5,6,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.3.6.5.2,Hydrogen,1.1.3.6.5,6,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.3.6.6,Truck stops,1.1.3.6,5,,,2025-04-17,https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/dpp-a-land-of-opportunity-beyond
1.1.3.7,Rail,1.1.3,4,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62
1.1.3.7.1,Electric Rail,1.1.3.7,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.3.7.2,Hydrogen Rail,1.1.3.7,5,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.3.7.3,Autonomy,1.1.3.7,5,,,2025-04-17,https://www.climatedrift.com/p/the-companies-of-residential-solar-6a0
1.1.3.8,Maritime,1.1.3,4,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-transportation-companies; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.3.8.1,Electric Ships,1.1.3.8,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.3.8.2,Improvements & Energy Efficiency,1.1.3.8,5,,,2025-04-17,https://www.climatedrift.com/p/blueprint-for-steering-distributed; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/10-climate-podcasts-to-a-enjoy-on
1.1.3.8.2.1,Sails,1.1.3.8.2,6,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation
1.1.3.8.2.2,Operational Measures,1.1.3.8.2,6,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/the-capital-stack-for-scaling-climate
1.1.3.8.3,Autonomy,1.1.3.8,5,,,2025-04-17,https://www.climatedrift.com/p/the-companies-of-residential-solar-6a0
1.1.3.8.4,Carbon Capture & Storage,1.1.3.8,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.3.8.5,Alternative Fuels,1.1.3.8,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa
1.1.3.8.5.1,LNG,1.1.3.8.5,6,,,2025-04-17,https://www.climatedrift.com/p/50-predictions-for-2025-part-3-the; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62
1.1.3.8.5.2,Hydrogen,1.1.3.8.5,6,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.3.8.5.3,Ammonia,1.1.3.8.5,6,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/a-look-at-transportation-companies
1.1.3.8.6,Ports,1.1.3.8,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/microgrids-101
1.1.3.8.6.1,Portside fueling,1.1.3.8.6,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-industry; https://www.climatedrift.com/p/50-predictions-for-2025-part-2-sector; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c
1.1.3.8.6.2,Loading & Port Operations,1.1.3.8.6,6,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.3.8.6.3,Carbon Management Software,1.1.3.8.6,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.3.8.6.4,Autonomous Unmanned Vehicles,1.1.3.8.6,6,,,2025-04-17,https://www.climatedrift.com/p/charging-ahead; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.3.8.7,Recreational boats,1.1.3.8,5,,,2025-04-17,
1.1.3.9,Planes,1.1.3,4,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype-b6f
1.1.3.9.1,eFuels,1.1.3.9,5,,,2025-04-17,
1.1.3.9.2,Hydrogen,1.1.3.9,5,,,2025-04-17,https://www.climatedrift.com/p/hydrogen-explained-part-1; https://www.climatedrift.com/p/climate-hype-curve-transportation-e62; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.3.9.3,Electric Planes,1.1.3.9,5,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/breaking-barriers-solutions-for-ev
1.1.3.9.4,Airports,1.1.3.9,5,,,2025-04-17,https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/microgrids-101
1.1.3.9.4.1,Fueling,1.1.3.9.4,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-industry; https://www.climatedrift.com/p/50-predictions-for-2025-part-2-sector; https://www.climatedrift.com/p/blueprint-for-steering-distributed-f2c
1.1.3.9.4.2,Gate electrification,1.1.3.9.4,6,,,2025-04-17,https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff; https://www.climatedrift.com/p/why-lenders-arent-looking-at-your; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.3.9.4.3,Rental Cars,1.1.3.9.4,6,,,2025-04-17,https://www.climatedrift.com/p/redefining-consumption-part-2; https://www.climatedrift.com/p/climate-hype-curve-transportation; https://www.climatedrift.com/p/climate-hype-curve-transportation-0ff
1.1.3.9.5,Efficiency improvements,1.1.3.9,5,,,2025-04-17,https://www.climatedrift.com/p/strategic-risks; https://www.climatedrift.com/p/the-battery-energy-storage-system; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7
1.1.4,Water,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/the-sustainable-aviation-fuel-saf; https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.4.1,Conservation,1.1.4,4,,,2025-04-17,https://www.climatedrift.com/p/i-want-you-for-the-american-climate; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion; https://www.climatedrift.com/p/recycled-aluminium-miracle-or-myth
1.1.4.2,Monitoring & Efficiency,1.1.4,4,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c; https://www.climatedrift.com/p/the-decade-of-microgrids-commercialization-0c7; https://www.climatedrift.com/p/strategic-risks
1.1.4.3,Wastewater,1.1.4,4,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/a-look-at-industry; https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.4.4,Irrigation,1.1.4,4,,,2025-04-17,https://www.climatedrift.com/p/i-want-you-for-the-american-climate; https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.4.5,Purification,1.1.4,4,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/microgrids-101; https://www.climatedrift.com/p/a-look-at-industry
1.1.4.6,Extraction,1.1.4,4,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c; https://www.climatedrift.com/p/the-path-to-responsible-mining-211; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable
1.1.4.6.1,Desalination,1.1.4.6,5,,,2025-04-17,https://www.climatedrift.com/p/50-predictions-for-2025-part-3-the; https://www.climatedrift.com/p/how-solar-got-cheap
1.1.4.6.2,Rainwater,1.1.4.6,5,,,2025-04-17,https://www.climatedrift.com/p/how-to-make-your-home-a-climate-champion
1.1.4.6.3,Atmospheric Extraction,1.1.4.6,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable; https://www.climatedrift.com/p/how-can-we-incentivize-safe-and-durable-f1c; https://www.climatedrift.com/p/the-path-to-responsible-mining-211
1.1.5,Food and Agriculture,1.1,3,,,2025-04-17,https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food; https://www.climatedrift.com/p/how-can-circular-principles-be-applied; https://www.climatedrift.com/p/the-complete-guide-to-alternative
1.1.5.1,Farms,1.1.5,4,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms; https://www.climatedrift.com/p/is-ugly-produce-a-solution-to-food
1.1.5.1.1,Farm Soils,1.1.5.1,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms
1.1.5.1.1.1,Soil carbon measurement,1.1.5.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/carbon-offsets-explained-part-3; https://www.climatedrift.com/p/the-guide-to-the-carbon-removal-hype
1.1.5.1.1.2,Farm monitoring,1.1.5.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/strategic-risks
1.1.5.1.1.3,Soil improvements,1.1.5.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-carbon-removal; https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/strategic-risks
1.1.5.1.1.4,Fertilizers,1.1.5.1.1,6,,,2025-04-17,https://www.climatedrift.com/p/how-green-is-the-beauty-industry; https://www.climatedrift.com/p/the-complete-guide-to-alternative; https://www.climatedrift.com/p/hydrogen-explained-part-1
1.1.5.1.2,Sustainable agriculture,1.1.5.1,5,,,2025-04-17,https://www.climatedrift.com/p/a-look-at-food-and-agriculture; https://www.climatedrift.com/p/beyond-buzzwords; https://www.climatedrift.com/p/redefining-consumption-part-1
1.1.5.1.3,Regenerative farming,1.1.5.1,5,,,2025-04-17,https://www.climatedrift.com/p/how-can-we-train-young-farmers-to; https://www.climatedrift.com/p/how-to-build-regenerative-go-to-market; https://www.climatedrift.com/p/we-need-to-talk-about-mushrooms
